Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
29227,2030,14658,3146,21,154,9,22,0,5,1,3,0,-1
29228,2858,14659,3149,21,538,3,66,1,4,1,19,0,-1
29229,3693,14660,3150,8,170,3,75,0,5,1,4,1,10690
29230,2043,14661,3154,5,553,4,72,0,6,1,5,1,2840
29231,2866,14662,3151,4,339,9,40,1,2,1,6,0,-1
29232,2869,14663,3157,8,392,11,34,0,6,3,1,1,9055
29233,2037,14760,3152,19,121,2,32,1,4,1,5,0,-1
29234,3696,14761,3159,5,359,4,23,0,1,1,17,1,7490
29235,2861,14762,3155,1,348,10,27,0,1,1,7,0,-1
29236,4548,14763,3156,21,349,17,43,1,6,1,9,1,8060
29237,2859,14764,3160,14,105,1,59,1,3,3,3,0,-1
29238,3695,14765,4479,1,122,16,58,1,5,3,4,1,1692
29239,2864,14766,3161,1,525,11,76,0,1,3,10,1,9053
29240,3692,14767,4482,17,599,6,31,0,4,1,3,1,9138
29241,4551,14768,4473,7,280,17,30,0,3,1,18,0,-1
29242,4550,14769,4478,16,494,11,41,0,2,3,2,0,-1
29243,2861,14770,4486,5,523,3,18,0,1,1,1,1,13328
29244,3704,14771,4485,8,175,5,73,0,0,3,1,1,13945
29245,4549,14772,3158,2,115,7,20,1,1,1,12,0,-1
29246,2869,14773,4484,2,322,0,50,0,4,0,9,0,-1
29247,3701,14774,4480,11,363,2,28,1,1,1,1,1,9763
29248,4555,14775,4488,5,599,11,54,1,4,3,12,0,-1
29249,3699,14776,4487,17,279,8,48,0,0,0,19,1,11763
29250,2860,14777,4476,6,152,11,69,0,1,3,12,1,1358
29251,3702,14778,4477,13,327,3,42,0,3,1,15,1,830
29252,4557,14779,3163,2,129,0,17,1,1,0,4,1,1362
29253,4550,14780,3162,21,319,5,78,0,1,3,13,0,-1
29254,3698,14781,4495,25,227,20,79,0,5,3,10,1,8563
29255,4549,14782,4475,5,326,1,26,1,3,3,7,1,14449
29256,4554,14783,4491,5,146,14,15,0,3,1,5,0,-1
29257,2863,14880,4474,27,197,14,74,1,3,1,19,1,779
29258,4551,14881,4492,25,315,9,77,0,1,1,15,1,14451
29259,3692,14882,4489,4,588,20,64,0,4,3,7,1,5938
29260,2870,14883,4481,13,389,16,16,1,0,3,14,1,2078
29261,4550,14884,4498,15,262,5,37,1,6,3,3,1,5509
29262,3705,14885,4483,5,422,5,73,1,3,3,14,0,-1
29263,2864,14886,5832,22,288,18,40,1,1,2,7,1,2798
29264,2870,14887,4499,4,199,20,27,1,1,3,5,0,-1
29265,2867,14888,4493,15,308,7,32,0,3,1,7,0,-1
29266,4552,14889,4490,25,275,18,13,0,0,2,16,0,-1
29267,4560,14890,4497,14,359,17,10,1,2,1,19,0,-1
29268,3694,14891,5827,19,551,13,67,0,6,1,11,1,8602
29269,3700,14892,5829,7,351,15,58,1,0,3,18,1,11270
29270,3693,14893,5836,9,522,2,58,0,2,1,2,0,-1
29271,3697,14894,4494,17,127,6,39,1,1,1,7,1,6432
29272,2866,14895,4500,10,328,6,16,1,4,1,12,1,12374
29273,5376,14896,4501,13,556,3,74,1,5,1,1,1,250
29274,4564,14897,5830,5,138,12,64,1,6,1,18,1,13853
29275,5381,14898,4496,1,520,20,52,0,4,3,1,1,1940
29276,3695,14899,5835,27,383,12,21,0,2,1,19,1,13412
29277,4554,14900,4502,24,296,18,42,0,1,2,19,0,-1
29278,5376,14901,5826,5,293,13,28,0,2,1,18,0,-1
29279,4558,14902,5834,21,299,20,32,1,4,3,1,0,-1
29280,5382,14903,5831,24,453,3,55,0,3,1,4,0,-1
29281,4561,15000,5833,17,201,1,36,0,6,3,13,0,-1
29282,3703,15001,5828,8,267,12,72,0,4,1,9,1,13419
29283,5380,15002,5841,2,576,12,64,1,6,1,17,1,13415
29284,3698,15003,5838,0,479,14,45,1,4,1,7,1,4382
29285,3698,15004,5836,17,497,0,29,0,6,0,4,1,13416
29286,6189,15005,5845,15,362,10,67,0,6,1,14,1,11136
29287,3701,15006,5840,8,123,2,53,0,1,1,15,0,-1
29288,3706,15007,7114,28,232,11,58,1,4,3,19,1,13898
29289,3697,15008,5844,5,282,7,32,0,0,1,13,1,7057
29290,5376,15009,5837,10,280,8,27,0,1,0,15,0,-1
29291,5378,15010,5839,13,513,8,25,0,2,0,3,0,-1
29292,3704,15011,7109,2,406,11,18,0,4,3,12,1,13896
29293,6187,15012,7113,12,503,19,53,0,2,1,17,0,-1
29294,4561,15013,7111,21,161,19,59,0,1,1,7,1,3426
29295,5385,15014,7110,5,187,14,26,0,3,1,17,1,13849
29296,4559,15015,5846,12,570,3,23,1,1,1,3,0,-1
29297,5375,15016,5843,0,328,20,19,0,6,3,18,1,6034
29298,4560,15017,7127,4,399,7,45,0,1,1,6,1,3373
29299,4552,15018,5842,1,108,10,62,0,1,1,18,0,-1
29300,4564,15019,7117,5,330,12,18,0,1,1,7,0,-1
29301,4558,15020,7128,8,476,0,20,1,0,0,18,1,2381
29302,5384,15021,7126,17,223,11,28,0,1,3,5,0,-1
29303,5379,15022,7108,24,466,12,41,0,0,1,11,0,-1
29304,4556,15023,7119,17,580,2,77,0,5,1,4,0,-1
29305,5382,15120,7121,17,561,1,26,0,6,3,4,0,-1
29306,4553,15121,7123,2,572,4,43,0,5,1,6,1,15863
29307,5372,15122,7112,8,335,8,65,1,0,0,15,0,-1
29308,4562,15123,7118,6,147,0,66,0,3,0,6,1,12376
29309,5377,15124,7124,18,272,13,10,0,0,1,16,0,-1
29310,5382,15125,7115,10,386,14,54,1,5,1,5,0,-1
29311,5386,15126,7125,17,125,2,56,0,2,1,12,0,-1
29312,4555,15127,7131,25,189,6,70,0,1,1,4,1,10107
29313,5382,15128,7116,13,330,13,46,0,0,1,8,1,12858
29314,5383,15129,7129,13,337,2,62,1,0,1,15,1,15922
29315,5388,15130,8412,4,239,12,52,1,4,1,12,1,3891
29316,6190,15131,7120,4,439,14,17,1,0,1,15,1,9576
29317,5373,15132,8411,9,206,18,60,0,0,2,11,0,-1
29318,4564,15133,7122,12,453,3,72,0,5,1,18,1,9057
29319,4562,15134,8418,2,281,15,23,0,0,3,7,1,5991
29320,5375,15135,8410,6,168,3,37,1,1,1,8,1,2876
29321,6189,15136,8422,22,424,0,46,0,5,0,8,1,7489
29322,7030,15137,8421,17,269,15,65,0,6,3,16,1,15865
29323,6188,15138,7130,3,369,7,27,0,2,1,17,1,9668
29324,5381,15139,8426,17,553,0,58,1,0,0,2,1,9104
29325,6186,15140,8416,12,237,16,62,0,2,3,2,0,-1
29326,4563,15141,8430,12,369,19,39,0,4,1,11,1,258
29327,5373,15142,8421,13,560,2,66,0,6,1,10,1,1934
29328,5376,15143,8419,5,512,20,43,0,5,3,11,0,-1
29329,5385,15240,8424,1,522,13,22,0,4,1,11,1,781
29330,5374,15241,8413,17,535,8,53,0,4,0,13,1,1312
29331,7026,15242,8423,16,359,5,29,0,5,3,13,0,-1
29332,7035,15243,8415,24,308,2,24,0,1,1,13,1,5563
29333,5385,15244,8420,13,491,5,75,0,2,3,6,1,3888
29334,7025,15245,8417,24,171,6,74,0,5,1,10,1,828
29335,7028,15246,8414,24,579,19,65,0,6,1,17,1,2335
29336,6192,15247,8425,28,146,6,34,0,5,1,10,0,-1
29337,7027,15248,8429,17,403,12,65,1,6,1,3,0,-1
29338,7027,15249,8428,21,282,20,60,0,4,3,6,0,-1
29339,7883,15250,9719,13,576,13,41,0,6,1,9,0,-1
29340,6189,15251,8427,8,463,15,78,1,2,3,5,0,-1
29341,7885,15252,9721,8,455,1,32,0,4,3,17,0,-1
29342,7033,15253,9715,2,229,4,55,1,0,1,9,1,5990
29343,6193,15254,8429,24,218,3,66,0,6,1,16,0,-1
29344,5387,15255,9716,19,379,9,71,1,5,1,15,0,-1
29345,5386,15256,9724,1,415,8,36,0,3,0,8,0,-1
29346,7882,15257,8431,17,480,11,58,0,6,3,15,0,-1
29347,7027,15258,9728,19,424,4,34,0,4,1,6,0,-1
29348,7024,15259,9729,21,110,12,24,1,5,1,7,1,5983
29349,7883,15260,8432,8,289,0,79,0,0,0,6,0,-1
29350,6193,15261,9723,8,525,5,27,0,4,3,10,1,10108
29351,6193,15262,9720,8,594,3,52,1,3,1,13,1,10200
29352,7887,15263,9725,4,255,3,31,1,3,1,13,0,-1
29353,7885,15360,9717,5,227,20,72,0,6,3,9,1,2377
29354,7031,15361,9730,17,347,0,76,0,3,0,17,0,-1
29355,6192,15362,9718,10,270,17,25,0,6,1,19,0,-1
29356,7033,15363,11048,9,308,18,11,0,3,2,9,1,9054
29357,6191,15364,9722,8,324,10,78,1,0,1,11,0,-1
29358,6196,15365,11047,21,103,7,48,0,4,1,7,1,9676
29359,6194,15366,9731,8,329,0,54,0,1,0,19,0,-1
29360,6197,15367,9727,12,442,12,76,0,6,1,19,1,12378
29361,6195,15368,11053,5,120,16,40,1,2,3,7,1,4291
29362,7024,15369,9732,10,283,17,20,0,2,1,11,0,-1
29363,7887,15370,11046,14,396,10,15,0,1,1,11,1,5420
29364,7024,15371,9726,2,217,9,23,0,2,1,10,1,7590
29365,7027,15372,11045,0,487,0,65,1,0,0,5,0,-1
29366,7034,15373,11055,23,531,11,31,1,2,3,12,0,-1
29367,7887,15374,11052,5,482,1,34,0,4,3,6,1,1315
29368,7884,15375,11050,25,155,17,53,0,6,1,1,0,-1
29369,7888,15376,11049,4,310,9,25,0,3,1,13,0,-1
29370,6194,15377,11058,12,177,11,34,0,5,3,5,0,-1
29371,7889,15378,11054,18,414,6,78,0,3,1,13,1,1417
29372,7891,15379,9733,17,329,10,49,0,4,1,19,1,4720
29373,7889,15380,11062,14,192,3,36,0,2,1,8,1,10156
29374,8705,15381,11061,21,235,8,50,1,4,0,2,0,-1
29375,7891,15382,11059,2,203,14,25,1,3,1,11,0,-1
29376,7894,15383,11056,14,390,8,40,0,4,0,9,0,-1
29377,7886,15480,11063,2,373,3,51,0,3,1,19,1,14889
29378,7888,15481,11060,19,333,15,63,1,6,3,8,0,-1
29379,7890,15482,11069,5,518,9,11,1,1,1,13,0,-1
29380,7029,15483,11070,22,379,18,63,1,3,2,8,1,15369
29381,8698,15484,11051,3,278,15,77,0,6,3,16,1,4968
29382,8702,15485,11073,24,514,3,79,0,1,1,19,0,-1
29383,8707,15486,11071,2,590,11,28,0,0,3,7,1,12863
29384,7890,15487,11057,2,519,3,70,1,0,1,9,1,1316
29385,8704,15488,11064,17,547,1,47,1,4,3,19,1,1363
29386,7031,15489,12340,5,467,9,36,1,0,1,15,1,15371
29387,8695,15490,11075,17,307,0,32,0,3,0,18,0,-1
29388,7032,15491,12338,17,580,8,38,1,1,0,12,0,-1
29389,7035,15492,11065,1,187,1,13,0,0,3,15,1,9145
29390,8693,15493,11074,11,435,13,58,0,5,1,18,0,-1
29391,9566,15494,12350,19,378,20,15,0,2,3,1,0,-1
29392,7885,15495,11066,8,477,5,11,0,6,3,14,1,2425
29393,9568,15496,11068,4,489,8,33,0,2,0,8,1,3423
29394,9569,15497,11067,5,449,0,22,0,4,0,19,1,12859
29395,8695,15498,11072,13,407,12,20,1,0,1,15,1,9577
29396,7881,15499,12345,18,202,17,36,0,1,1,6,1,12277
29397,9571,15500,12344,14,190,3,68,0,0,1,19,0,-1
29398,9563,15501,12348,21,129,18,13,0,6,2,7,0,-1
29399,7883,15502,12341,21,507,9,20,1,2,1,6,1,8065
29400,8694,15503,12349,13,316,14,49,1,6,1,1,1,3884
29401,9565,15600,12361,2,260,13,15,0,6,1,5,1,14358
29402,7884,15601,12360,8,241,12,55,0,3,1,12,0,-1
29403,8697,15602,12337,9,225,8,67,1,3,0,17,0,-1
29404,7888,15603,12339,5,166,9,76,1,6,1,19,0,-1
29405,7882,15604,12347,2,228,17,33,0,3,1,1,0,-1
29406,9562,15605,12346,5,501,19,66,1,2,1,17,0,-1
29407,8706,15606,12358,25,317,3,59,0,6,1,6,1,4439
29408,8694,15607,12342,8,127,9,52,1,6,1,13,0,-1
29409,9573,15608,12356,17,428,17,10,0,6,1,17,0,-1
29410,7892,15609,13661,9,295,10,38,1,1,1,18,0,-1
29411,10421,15610,12343,21,473,4,22,1,4,1,13,0,-1
29412,8699,15611,12352,1,570,3,32,0,2,1,17,1,11816
29413,7893,15612,12353,8,132,5,20,0,0,3,8,0,-1
29414,8696,15613,12351,3,500,0,54,0,3,0,18,0,-1
29415,8701,15614,12354,8,316,2,15,0,6,1,2,0,-1
29416,9564,15615,13662,15,460,3,21,0,1,1,17,1,13938
29417,9570,15616,12357,17,411,11,58,1,2,3,6,0,-1
29418,8700,15617,12355,1,589,5,42,0,5,3,16,0,-1
29419,9570,15618,13671,21,219,9,10,0,1,1,13,1,8070
29420,8697,15619,13668,3,240,20,42,0,2,3,15,1,15367
29421,8697,15620,13660,14,138,2,16,0,0,1,6,1,3511
29422,10427,15621,12359,5,172,2,42,1,0,1,8,0,-1
29423,8702,15622,13673,5,443,10,12,1,2,1,8,0,-1
29424,8699,15623,13670,5,568,11,59,0,3,3,3,0,-1
29425,9561,15720,13675,17,159,1,39,0,2,3,3,0,-1
29426,10420,15721,13663,18,325,6,20,0,6,1,19,0,-1
29427,9563,15722,13678,3,299,3,54,1,6,1,15,1,4534
29428,10426,15723,14975,13,517,13,45,0,5,1,9,1,10744
29429,9564,15724,13666,4,327,5,12,0,2,3,3,0,-1
29430,9568,15725,13664,10,533,12,77,1,5,1,4,1,9673
29431,8703,15726,13669,23,184,14,46,0,4,1,5,0,-1
29432,10424,15727,13665,4,188,5,77,0,0,3,11,0,-1
29433,9575,15728,13667,2,100,18,13,1,0,2,19,1,6963
29434,10432,15729,14974,4,232,16,20,0,3,3,5,0,-1
29435,9572,15730,13677,5,578,12,27,1,2,1,7,0,-1
29436,10428,15731,13672,2,589,6,23,0,1,1,16,1,13375
29437,10428,15732,13676,17,163,0,52,0,4,0,19,0,-1
29438,11276,15733,14978,17,440,12,11,0,2,1,1,1,3928
29439,9567,15734,13674,13,204,4,56,1,2,1,3,0,-1
29440,11270,15735,14988,5,348,16,48,0,0,3,10,0,-1
29441,10420,15736,14977,7,413,9,78,1,1,1,13,0,-1
29442,10424,15737,14981,5,525,4,50,0,5,1,6,1,2931
29443,9562,15738,14976,14,307,18,30,0,2,2,17,0,-1
29444,9560,15739,14986,4,103,13,37,1,6,1,2,0,-1
29445,9575,15740,14991,4,173,10,38,1,5,1,15,1,3278
29446,9574,15741,14985,5,377,8,25,0,4,0,1,0,-1
29447,9559,15742,14987,5,144,3,30,0,2,1,2,1,1357
29448,9570,15743,14980,0,114,0,75,1,5,0,3,0,-1
29449,10426,15840,14984,17,590,1,72,0,1,3,1,0,-1
29450,9572,15841,14993,8,275,17,17,0,2,1,1,0,-1
29451,12076,15842,14979,2,483,10,15,1,2,1,11,1,12689
29452,9564,15843,14982,14,357,10,47,1,4,1,6,1,8871
29453,9565,15844,14983,28,427,9,27,1,5,1,13,0,-1
29454,10421,15845,14996,15,166,17,10,0,3,1,15,1,13842
29455,11284,15846,16258,16,568,10,41,0,3,1,9,1,1526
29456,10430,15847,14989,7,110,16,15,0,3,3,4,0,-1
29457,11271,15848,14992,17,418,4,32,0,5,1,1,1,13888
29458,11273,15849,14990,3,341,7,34,0,4,1,19,0,-1
29459,9574,15850,16264,5,198,5,67,1,2,3,2,1,6476
29460,10429,15851,16259,11,457,19,57,0,2,1,1,1,3471
29461,11280,15852,14994,27,189,10,63,1,1,1,8,1,8281
29462,12077,15853,16266,5,243,16,77,0,3,3,4,0,-1
29463,12081,15854,16261,8,560,6,17,0,3,1,2,0,-1
29464,12082,15855,16268,6,350,10,44,0,3,1,15,1,8026
29465,12078,15856,16269,21,117,20,38,0,1,3,5,0,-1
29466,11281,15857,16263,5,134,4,76,0,4,1,18,1,6523
29467,12080,15858,16265,21,261,13,30,1,6,1,11,1,13939
29468,10423,15859,14995,8,502,7,56,1,6,1,8,0,-1
29469,11282,15860,16260,1,261,8,23,0,1,0,15,0,-1
29470,10425,15861,16262,5,368,12,39,0,6,1,14,0,-1
29471,11275,15862,16278,15,325,0,37,1,1,0,12,0,-1
29472,12075,15863,16281,0,121,8,52,0,4,0,4,1,5060
29473,11284,15960,16276,14,334,0,23,0,0,0,5,1,10656
29474,11278,15961,16272,5,387,5,30,1,2,3,15,1,780
29475,10431,15962,16283,5,383,1,28,1,4,3,3,0,-1
29476,12082,15963,16280,28,288,18,58,0,6,2,19,0,-1
29477,10424,15964,16279,10,156,5,22,0,6,3,3,1,3979
29478,11276,15965,16271,9,452,18,30,1,2,2,12,1,13846
29479,10422,15966,16267,13,100,11,58,1,3,3,16,0,-1
29480,12078,15967,17615,8,117,6,67,1,0,1,1,1,15812
29481,10431,15968,16273,21,101,8,46,1,3,0,8,1,784
29482,12076,15969,16270,2,238,14,33,0,6,1,5,0,-1
29483,12089,15970,16274,10,563,5,75,0,6,3,19,1,2842
29484,11282,15971,16275,5,400,19,71,0,6,1,7,0,-1
29485,12919,15972,17608,2,465,17,28,1,6,1,4,1,6565
29486,12089,15973,17614,1,579,11,12,0,5,3,13,0,-1
29487,11272,15974,17622,21,210,6,42,0,5,1,16,1,2332
29488,11279,15975,17609,2,309,10,23,1,0,1,2,0,-1
29489,10432,15976,17613,8,548,18,44,1,0,2,1,0,-1
29490,12926,15977,16277,2,501,18,72,0,2,2,14,0,-1
29491,12929,15978,17616,2,463,8,61,0,0,0,5,0,-1
29492,12086,15979,17611,8,484,3,51,1,4,1,8,1,1364
29493,11274,15980,16282,13,131,20,58,0,3,3,19,1,2879
29494,11274,15981,17610,11,386,1,44,0,5,3,4,1,10693
29495,11276,15982,17620,18,332,20,34,0,0,3,8,1,2426
29496,12921,15983,17612,8,341,16,69,0,2,3,3,1,3104
29497,12926,16080,17619,16,223,13,43,0,4,1,5,1,12807
29498,12920,16081,17618,2,378,5,39,0,6,3,19,1,11759
29499,11283,16082,17617,13,463,17,22,1,1,1,14,0,-1
29500,12926,16083,18905,2,220,18,40,0,0,2,2,1,15816
29501,12075,16084,17630,23,541,2,44,0,5,1,8,0,-1
29502,12087,16085,17624,18,503,7,76,1,1,1,4,1,11819
29503,12931,16086,17629,16,140,4,13,1,4,1,13,1,3471
29504,11277,16087,17626,3,130,8,64,0,0,0,1,1,13417
29505,12083,16088,17621,8,190,12,17,1,2,1,6,0,-1
29506,12079,16089,18908,27,113,16,71,1,1,3,19,1,2517
29507,12081,16090,18914,1,202,1,56,1,4,3,4,1,9628
29508,11276,16091,18913,16,139,5,28,0,5,3,7,1,7543
29509,12087,16092,17623,5,188,11,14,0,0,3,11,1,257
29510,13759,16093,18915,14,115,6,51,0,2,1,1,0,-1
29511,12925,16094,17625,17,134,12,33,0,3,1,13,0,-1
29512,12085,16095,17627,21,576,16,79,1,2,3,6,0,-1
29513,12932,16096,18909,2,429,3,49,1,4,1,5,1,3472
29514,12924,16097,17631,17,322,10,44,0,0,1,11,1,9458
29515,12084,16098,18907,5,211,19,34,1,3,1,4,1,4971
29516,12918,16099,18921,0,423,1,24,0,5,3,6,0,-1
29517,12080,16100,18920,19,437,1,59,0,0,3,14,0,-1
29518,13752,16101,18910,13,301,8,31,1,2,0,11,1,4429
29519,12922,16102,17628,5,548,17,68,1,5,1,2,1,1852
29520,12928,16103,18928,17,337,3,56,1,3,1,10,0,-1
29521,13766,16200,18912,16,179,15,65,0,3,3,17,0,-1
29522,12923,16201,18906,17,520,12,78,0,1,1,14,0,-1
29523,12083,16202,18929,21,259,0,27,0,1,0,11,1,13330
29524,13760,16203,18918,5,523,18,70,0,4,2,10,1,1854
29525,13752,16204,18923,8,525,2,24,0,0,1,12,0,-1
29526,13765,16205,18922,17,548,8,72,0,5,0,8,0,-1
29527,13765,16206,18911,5,338,15,48,0,0,3,9,0,-1
29528,12087,16207,20194,13,379,15,44,0,1,3,9,1,9811
29529,13753,16208,18924,18,537,8,34,1,0,0,16,1,7540
29530,12084,16209,18917,5,117,6,10,0,4,1,15,0,-1
29531,13770,16210,18916,14,496,9,77,0,0,1,12,1,7548
29532,13751,16211,18919,24,594,5,77,0,0,3,15,0,-1
29533,13762,16212,20198,13,342,17,27,0,4,1,14,0,-1
29534,12920,16213,18925,13,378,12,57,0,4,1,17,0,-1
29535,12084,16214,20204,1,282,15,57,0,0,3,11,0,-1
29536,14604,16215,20202,17,406,8,30,0,3,0,13,1,9140
29537,12088,16216,20200,12,450,9,62,0,1,1,18,1,7009
29538,12930,16217,20210,4,198,17,42,0,1,1,12,1,1898
29539,14609,16218,18926,16,212,14,27,1,0,1,2,0,-1
29540,13763,16219,20199,8,113,17,57,0,4,1,15,1,2884
29541,12917,16220,18927,13,212,17,51,1,1,1,15,0,-1
29542,12933,16221,20208,2,158,3,30,0,1,1,16,0,-1
29543,12922,16222,20197,23,157,16,34,1,0,3,18,0,-1
29544,12921,16223,20211,8,488,12,15,0,6,1,1,1,8063
29545,12927,16320,20196,13,585,3,38,0,1,1,17,0,-1
29546,12925,16321,20195,5,513,6,49,0,0,1,3,1,9628
29547,12927,16322,20209,20,345,14,61,0,1,1,12,0,-1
29548,12931,16323,20201,17,490,0,25,0,0,0,15,0,-1
29549,15446,16324,20205,26,315,8,24,1,3,0,18,1,826
29550,13764,16325,21541,8,558,14,38,1,3,1,16,1,14359
29551,14605,16326,21542,17,220,18,22,0,0,2,10,1,12279
29552,13758,16327,21543,5,403,12,39,0,1,1,17,0,-1
29553,14613,16328,20203,5,454,1,41,0,0,3,1,0,-1
29554,13761,16329,20206,25,498,12,42,1,6,1,17,1,6083
29555,14601,16330,20207,13,373,19,69,0,3,1,15,0,-1
29556,15452,16331,21549,2,139,17,39,0,1,1,17,0,-1
29557,13755,16332,21545,18,571,0,79,1,2,0,8,1,1314
29558,13756,16333,21548,23,223,0,70,1,2,0,14,0,-1
29559,12930,16334,20213,1,482,3,62,0,1,1,8,0,-1
29560,14613,16335,21554,5,406,6,60,0,3,1,2,1,5066
29561,14610,16336,21551,2,226,19,59,0,1,1,16,1,7060
29562,15452,16337,21555,2,487,11,17,0,4,3,9,1,7638
29563,14606,16338,20212,24,323,10,51,0,3,1,14,1,15380
29564,13770,16339,21560,10,555,15,18,1,3,3,1,1,11402
29565,15455,16340,21546,5,139,19,14,1,5,1,12,0,-1
29566,13769,16341,21540,25,337,10,79,1,2,1,17,1,5955
29567,13770,16342,21559,12,570,4,48,0,3,1,16,0,-1
29568,14611,16343,21550,8,574,17,32,1,6,1,18,0,-1
29569,13769,16440,21553,4,589,17,44,1,5,1,4,0,-1
29570,13754,16441,21544,7,217,16,76,0,4,3,5,0,-1
29571,13757,16442,21556,5,460,20,53,0,1,3,2,1,2878
29572,15454,16443,21547,21,453,16,36,0,3,3,4,1,13595
29573,14608,16444,22827,1,445,6,11,1,6,1,10,0,-1
29574,13756,16445,21565,10,227,15,53,1,3,3,9,1,6608
29575,14601,16446,21552,17,376,5,48,1,0,3,9,0,-1
29576,15459,16447,22831,4,134,14,27,0,3,1,1,0,-1
29577,14603,16448,22833,26,529,17,37,0,3,1,17,0,-1
29578,15450,16449,21563,1,290,6,11,1,0,1,15,1,9626
29579,15454,16450,21562,5,390,0,41,0,2,0,2,0,-1
29580,15462,16451,21561,17,453,1,37,0,1,3,16,0,-1
29581,15449,16452,22836,5,408,19,53,0,3,1,19,1,14887
29582,15456,16453,22828,4,161,4,35,1,0,1,19,1,4970
29583,13767,16454,21557,21,205,5,25,0,6,3,6,0,-1
29584,14605,16455,21558,13,328,19,52,1,6,1,1,1,15468
29585,16313,16456,22832,4,143,18,47,0,0,2,11,1,4436
29586,14608,16457,22838,13,440,9,48,0,4,1,8,1,1941
29587,15460,16458,22834,17,278,5,26,0,5,3,11,1,14457
29588,16305,16459,22826,4,374,7,33,0,0,1,18,0,-1
29589,13768,16460,21564,5,585,7,58,1,0,1,19,0,-1
29590,14602,16461,22835,24,278,7,76,0,2,1,7,0,-1
29591,16305,16462,22842,14,117,2,35,1,3,1,5,1,6688
29592,16316,16463,22844,4,446,1,24,1,6,3,8,0,-1
29593,16310,16560,22837,5,583,20,63,1,4,3,12,0,-1
29594,14614,16561,22829,2,288,3,69,0,0,1,18,0,-1
29595,15462,16562,22843,2,424,15,72,1,4,3,1,1,3517
29596,14607,16563,22830,13,463,14,19,0,2,1,12,1,8067
29597,14615,16564,22845,13,445,0,18,1,3,0,9,0,-1
29598,16315,16565,24132,18,361,1,77,0,0,3,18,0,-1
29599,16312,16566,22840,8,215,3,20,0,1,1,16,1,10696
29600,14607,16567,22841,9,193,7,72,0,6,1,1,1,5062
29601,17115,16568,22839,13,146,11,78,1,0,3,19,0,-1
29602,17114,16569,24127,10,361,4,51,1,4,1,16,1,9138
29603,15447,16570,24134,13,131,12,29,1,2,1,4,0,-1
29604,17114,16571,24135,8,598,17,36,1,0,1,15,1,14932
29605,15450,16572,24140,8,501,17,76,0,2,1,2,1,7005
29606,15454,16573,24128,2,386,11,70,1,1,3,15,0,-1
29607,15451,16574,22846,25,322,1,78,1,2,3,15,1,10198
29608,14611,16575,24144,4,256,8,74,1,0,0,10,0,-1
29609,14612,16576,24141,0,224,16,78,0,3,3,19,1,7797
29610,16313,16577,24136,20,132,2,78,1,2,1,11,0,-1
29611,15461,16578,24137,24,598,1,71,0,6,3,4,1,10747
29612,16314,16579,24138,5,327,6,29,1,1,1,19,1,2338
29613,17119,16580,24147,17,222,5,25,1,2,3,5,1,8605
29614,15446,16581,24130,14,511,4,20,0,0,1,1,0,-1
29615,15448,16582,24153,1,103,9,21,0,0,1,15,1,14353
29616,15458,16583,24131,17,529,2,56,1,0,1,15,1,2554
29617,17125,16680,24133,3,384,6,54,0,3,1,9,1,7546
29618,17121,16681,24143,18,540,0,27,0,0,0,7,1,7101
29619,17120,16682,24129,25,573,6,41,1,1,1,5,1,872
29620,15453,16683,24145,21,596,6,73,0,2,1,3,0,-1
29621,15457,16684,25462,12,497,8,25,0,4,0,2,1,5989
29622,17125,16685,24154,4,529,20,66,1,5,3,13,1,7106
29623,17962,16686,24155,21,405,5,49,0,2,3,19,0,-1
29624,15452,16687,24148,9,508,15,56,1,1,3,12,1,482
29625,17124,16688,24139,11,356,17,27,0,6,1,7,0,-1
29626,16307,16689,24142,3,494,11,61,1,3,3,4,1,1313
29627,17965,16690,25463,2,514,15,48,0,2,3,3,1,6192
29628,17129,16691,24146,4,243,14,28,1,4,1,9,0,-1
29629,17117,16692,24149,17,341,10,36,0,1,1,6,1,2937
29630,16318,16693,25466,17,499,16,46,0,0,3,5,0,-1
29631,17965,16694,25472,17,377,17,11,0,0,1,1,0,-1
29632,16316,16695,24151,10,590,18,64,0,6,2,8,1,4973
29633,16311,16696,24150,27,204,16,79,0,1,3,17,0,-1
29634,17127,16697,25475,22,537,1,67,0,1,3,17,1,2429
29635,17126,16698,25461,4,452,13,30,0,6,1,5,0,-1
29636,16307,16699,25471,17,168,12,45,0,5,1,12,1,14402
29637,17963,16700,24152,18,518,10,40,0,3,1,18,1,1780
29638,17126,16701,25470,18,407,8,36,0,3,0,19,1,308
29639,16317,16702,25465,24,210,11,29,1,4,3,8,0,-1
29640,16306,16703,25474,13,127,17,19,0,0,1,5,1,6034
29641,16308,16800,25476,5,533,20,21,1,3,3,11,0,-1
29642,17131,16801,25467,2,472,5,65,1,4,3,8,0,-1
29643,17115,16802,25464,14,470,19,50,0,0,1,16,1,2373
29644,17118,16803,26750,13,154,8,38,0,5,0,9,1,5511
29645,17976,16804,25479,25,379,7,69,1,5,1,4,0,-1
29646,17128,16805,25473,5,479,18,44,0,2,2,8,0,-1
29647,17970,16806,25468,5,536,4,17,0,6,1,9,1,7101
